species,latitude,longitude,coordinate_uncertainty_m,basis_of_record,event_date
Pseudocheirus peregrinus,-36.72197,146.81474,10.0,OCCURRENCE,2024-03-01
Pseudocheirus peregrinus,-37.55266,145.68439,5.0,OCCURRENCE,2025-06-12
Pseudocheirus peregrinus,-35.96007,144.43367,140.0,OCCURRENCE,1991-06-19
Pseudocheirus peregrinus,-38.27085,145.58134,10.0,OCCURRENCE,2019-08-01
Pseudocheirus peregrinus,-37.6873,145.32574,100.0,OCCURRENCE,2013-04-30
Pseudocheirus peregrinus,-35.65147,138.22269,150.0,HUMAN_OBSERVATION,2018-04-20
Pseudocheirus peregrinus,-34.90725,138.60138,50.0,HUMAN_OBSERVATION,2024-03-07
Pseudocheirus peregrinus,-38.04784,141.25155,10.0,OBSERVATION,2023-10-17
Pseudocheirus peregrinus,-37.50367,145.57114,10.0,OCCURRENCE,2023-02-15
Pseudocheirus peregrinus,-36.57174,145.68971,1000.0,OCCURRENCE,1991-05-04
Pseudocheirus peregrinus,-34.953892,138.685271,20.0,HUMAN_OBSERVATION,2026-05-22
Pseudocheirus peregrinus,-37.44232,145.60773,10.0,OBSERVATION,2022-01-24
Pseudocheirus peregrinus,-36.90149,144.2162,100.0,OBSERVATION,1998-11-16
Pseudocheirus peregrinus,-37.10336,146.49932,10.0,OCCURRENCE,2019-02-20
Pseudocheirus peregrinus,-37.3245,144.27767,5.0,OBSERVATION,2022-01-18
Pseudocheirus peregrinus,-35.42156,138.72915,100.0,HUMAN_OBSERVATION,2000-02-28
Pseudocheirus peregrinus,-37.44506,144.24335,5.0,OCCURRENCE,2022-12-07
Pseudocheirus peregrinus,-36.71658,146.21354,5.0,OCCURRENCE,2025-04-14
Pseudocheirus peregrinus,-37.79658,145.20385,100.0,OCCURRENCE,1999-10-11
Pseudocheirus peregrinus,-37.21859,146.21281,5.0,OCCURRENCE,2025-07-24
Pseudocheirus peregrinus,-38.39483,145.0277,100.0,OCCURRENCE,1989-07-11
Pseudocheirus peregrinus,-37.78341,145.22688,100.0,OBSERVATION,1991-03-08
Pseudocheirus peregrinus,-37.79506,145.25047,10.0,OCCURRENCE,2020-11-06
Pseudocheirus peregrinus,-35.35949,147.704415,3.0,HUMAN_OBSERVATION,2025-11-18
Pseudocheirus peregrinus,-37.39396,144.26366,10.0,HUMAN_OBSERVATION,2020-03-05
Pseudocheirus peregrinus,-36.69413,146.87741,100.0,OCCURRENCE,2003-06-25
Pseudocheirus peregrinus,-37.47491,145.53626,10.0,OCCURRENCE,2015-03-22
Pseudocheirus peregrinus,-37.58087,146.07648,10.0,OCCURRENCE,2022-07-13
Pseudocheirus peregrinus,-37.43703,144.37071,50.0,OBSERVATION,2018-05-13
Pseudocheirus peregrinus,-37.394155,144.265415,10.0,HUMAN_OBSERVATION,2022-09-21
Pseudocheirus peregrinus,-35.308563,138.672958,5.0,HUMAN_OBSERVATION,2026-02-26
Pseudocheirus peregrinus,-27.47167,153.018692,5.0,HUMAN_OBSERVATION,2021-01-28
Pseudocheirus peregrinus,-37.90683,145.04299,900.0,OCCURRENCE,1971-06-19
Pseudocheirus peregrinus,-36.704598,146.824295,313.0,HUMAN_OBSERVATION,2024-03-30
Pseudocheirus peregrinus,-37.288147,144.844765,,HUMAN_OBSERVATION,2022-01-02
Pseudocheirus peregrinus,-37.38019,145.10904,17.0,OCCURRENCE,2019-01-09
Pseudocheirus peregrinus,-37.840725,144.996795,3.0,HUMAN_OBSERVATION,2023-04-16
Pseudocheirus peregrinus,-37.50231,144.54021,10.0,OCCURRENCE,2024-06-13
Pseudocheirus peregrinus,-34.90219,138.59849,50.0,HUMAN_OBSERVATION,2024-03-07
Pseudocheirus peregrinus,-37.74221,149.13784,1000.0,OCCURRENCE,1992-02-07
Pseudocheirus peregrinus,-34.971842,138.643661,,HUMAN_OBSERVATION,2024-08-20
Pseudocheirus peregrinus,-37.87119,145.72285,10.0,OCCURRENCE,2019-06-04
Pseudocheirus peregrinus,-23.87859,151.05151,800.0,OCCURRENCE,2016-03-14
Pseudocheirus peregrinus,-37.49422,145.60516,5.0,OCCURRENCE,2021-03-26
Pseudocheirus peregrinus,-37.25574,145.58843,10.0,OBSERVATION,2023-05-22
Pseudocheirus peregrinus,-37.48174,144.22011,10.0,OCCURRENCE,2023-01-04
Pseudocheirus peregrinus,-19.12473,146.0783,100.0,OCCURRENCE,2015-05-16
Pseudocheirus peregrinus,-37.53588,145.71994,10.0,OBSERVATION,2022-05-23
Pseudocheirus peregrinus,-37.33773,142.35583,10.0,OBSERVATION,2024-01-05
Pseudocheirus peregrinus,-37.78895,149.28794,100.0,OCCURRENCE,2004-03-23
Pseudocheirus peregrinus,-37.78258,145.07254,10.0,OBSERVATION,2024-04-20
Pseudocheirus peregrinus,-37.824305,145.124481,10.0,HUMAN_OBSERVATION,2020-08-26
Pseudocheirus peregrinus,-37.20612,142.39824,1.0,OCCURRENCE,2023-12-02
Pseudocheirus peregrinus,-37.39348,144.26681,10.0,OBSERVATION,2017-03-10
Pseudocheirus peregrinus,-37.56041,143.92853,1000.0,OCCURRENCE,1999-06-08
Pseudocheirus peregrinus,-37.810696,145.829941,10.0,HUMAN_OBSERVATION,2022-03-16
Pseudocheirus peregrinus,-37.71235,140.58831,50.0,HUMAN_OBSERVATION,1997-02-10
Pseudocheirus peregrinus,-36.70244,145.08973,100.0,OCCURRENCE,1995-07-18
Pseudocheirus peregrinus,-37.36643,145.82036,10.0,OCCURRENCE,2019-07-08
Pseudocheirus peregrinus,-38.6501,145.68835,100.0,OCCURRENCE,2002-11-24
Pseudocheirus peregrinus,-37.44016,144.50965,900.0,OBSERVATION,1977-11-29
Pseudocheirus peregrinus,-37.30514,145.13419,50.0,OCCURRENCE,2025-04-14
Pseudocheirus peregrinus,-35.12598,138.67755,50.0,HUMAN_OBSERVATION,2019-01-28
Pseudocheirus peregrinus,-37.47623,145.22894,5.0,OCCURRENCE,2024-06-12
Pseudocheirus peregrinus,-19.08688,146.09724,100.0,OCCURRENCE,2014-05-12
Pseudocheirus peregrinus,-26.634513,153.038612,,HUMAN_OBSERVATION,2023-09-20
Pseudocheirus peregrinus,-37.41985,144.18054,10.0,OBSERVATION,2023-04-28
Pseudocheirus peregrinus,-38.38644,145.17791,100.0,OCCURRENCE,2002-05-03
Pseudocheirus peregrinus,-37.98711,144.75681,24.0,OBSERVATION,2018-01-21
Pseudocheirus peregrinus,-37.5803,145.68429,10.0,OCCURRENCE,2022-07-18
Pseudocheirus peregrinus,-37.57373,144.58421,100.0,OBSERVATION,1988-11-12
Pseudocheirus peregrinus,-27.367347,153.043068,4.0,HUMAN_OBSERVATION,2026-04-07
Pseudocheirus peregrinus,-37.59412,149.60132,100.0,OCCURRENCE,1988-12-10
Pseudocheirus peregrinus,-36.85385,146.19192,900.0,OCCURRENCE,1983-09-19
Pseudocheirus peregrinus,-37.3888,144.26766,10.0,OBSERVATION,2015-12-31
Pseudocheirus peregrinus,-35.533583,147.655368,100.0,HUMAN_OBSERVATION,1994-05-30
Pseudocheirus peregrinus,-37.46482,145.93333,10.0,OBSERVATION,2017-01-31
Pseudocheirus peregrinus,-38.0111,145.4186,100.0,OCCURRENCE,1993-04-29
Pseudocheirus peregrinus,-37.64307,149.69566,5.0,OCCURRENCE,2025-12-16
Pseudocheirus peregrinus,-38.39705,144.00733,5.0,OCCURRENCE,2025-12-16
Pseudocheirus peregrinus,-37.60717,149.17928,1000.0,OBSERVATION,1991-11-05
Pseudocheirus peregrinus,-37.54559,145.67693,11.0,OCCURRENCE,2022-06-02
Pseudocheirus peregrinus,-37.48052,144.21771,100.0,OCCURRENCE,2005-09-20
Pseudocheirus peregrinus,-37.777172,144.988188,,HUMAN_OBSERVATION,2014-11-05
Pseudocheirus peregrinus,-34.76565,147.80997,5.0,HUMAN_OBSERVATION,2018-11-22
Pseudocheirus peregrinus,-28.21386,153.123247,,HUMAN_OBSERVATION,2018-11-04
Pseudocheirus peregrinus,-34.72009,138.82528,100.0,HUMAN_OBSERVATION,2000-09-23
Pseudocheirus peregrinus,-38.182521,145.119133,4.0,HUMAN_OBSERVATION,2025-03-28
Pseudocheirus peregrinus,-37.398652,144.266645,10.0,HUMAN_OBSERVATION,2014-05-17
Pseudocheirus peregrinus,-37.49123,145.61752,5.0,OBSERVATION,2020-09-18
Pseudocheirus peregrinus,-38.46359,143.86096,5.0,OCCURRENCE,2024-05-22
Pseudocheirus peregrinus,-37.71214,145.28304,100.0,OCCURRENCE,2000-07-12
Pseudocheirus peregrinus,-37.690969,145.295139,87.0,HUMAN_OBSERVATION,2022-05-04
Pseudocheirus peregrinus,-37.41308,144.19147,10.0,OBSERVATION,2023-03-09
Pseudocheirus peregrinus,-36.14848,145.23218,100.0,OCCURRENCE,2004-04-14
Pseudocheirus peregrinus,-38.137573,145.275124,3.0,HUMAN_OBSERVATION,2024-11-23
Pseudocheirus peregrinus,-37.39151,144.2649,10.0,OBSERVATION,2019-01-26
Pseudocheirus peregrinus,-27.50672,153.17607,1300.0,OCCURRENCE,1990-12-01
Pseudocheirus peregrinus,-28.52886,153.551972,100.0,HUMAN_OBSERVATION,1994-11-07
Pseudocheirus peregrinus,-37.389106,144.267577,10.0,HUMAN_OBSERVATION,2022-04-16
Pseudocheirus peregrinus,-38.00528,141.39723,100.0,OCCURRENCE,2001-01-29
Pseudocheirus peregrinus,-36.9541,143.73446,100.0,OCCURRENCE,2004-03-30
Pseudocheirus peregrinus,-37.04018,142.47634,900.0,OBSERVATION,1979-04-13
Pseudocheirus peregrinus,-37.86401,145.91647,10.0,OCCURRENCE,2020-08-03
Pseudocheirus peregrinus,-37.44577,145.51586,10.0,OCCURRENCE,2019-08-22
Pseudocheirus peregrinus,-35.27215,138.69025,500.0,HUMAN_OBSERVATION,1969-09-20
Pseudocheirus peregrinus,-26.45659,153.04449,100.0,OCCURRENCE,1998-12-14
Pseudocheirus peregrinus,-37.50534,144.33757,100.0,OBSERVATION,1976-05-22
Pseudocheirus peregrinus,-38.46523,146.84939,5.0,OCCURRENCE,2022-07-28
Pseudocheirus peregrinus,-27.14006,153.0594,1300.0,OCCURRENCE,1993-11-10
Pseudocheirus peregrinus,-37.89013,148.00961,900.0,OCCURRENCE,1975-03-08
Pseudocheirus peregrinus,-37.34197,144.25021,5.0,OCCURRENCE,2023-11-04
Pseudocheirus peregrinus,-38.24064,145.07644,100.0,OBSERVATION,1988-02-08
Pseudocheirus peregrinus,-38.49103,143.89707,1000.0,OBSERVATION,1983-04-23
Pseudocheirus peregrinus,-38.288365,145.08694,31.0,HUMAN_OBSERVATION,2022-05-21
Pseudocheirus peregrinus,-27.410326,152.943912,23.0,HUMAN_OBSERVATION,2024-11-08
Pseudocheirus peregrinus,-37.41102,144.19706,10.0,OCCURRENCE,2022-12-07
Pseudocheirus peregrinus,-28.19283,153.18718,500.0,OCCURRENCE,
Pseudocheirus peregrinus,-27.530633,153.24443,,HUMAN_OBSERVATION,2021-10-02
Pseudocheirus peregrinus,-42.58183,148.051337,1850.0,OBSERVATION,1976-11-21
Pseudocheirus peregrinus,-37.38779,144.22458,10.0,OBSERVATION,2023-04-26
Pseudocheirus peregrinus,-37.80178,149.27698,900.0,OCCURRENCE,2006-02-28
Pseudocheirus peregrinus,-37.532739,143.82647,3.0,HUMAN_OBSERVATION,2024-04-05
Pseudocheirus peregrinus,-27.550575,153.03608,,HUMAN_OBSERVATION,2020-10-09
Pseudocheirus peregrinus,-38.38346,146.92515,100.0,OCCURRENCE,2000-02-22
Pseudocheirus peregrinus,-37.31621,147.52302,10.0,OCCURRENCE,2023-05-15
Pseudocheirus peregrinus,-37.838745,145.215958,10.0,HUMAN_OBSERVATION,2024-07-08
Pseudocheirus peregrinus,-27.4539,151.937087,92.0,HUMAN_OBSERVATION,2025-08-31
Pseudocheirus peregrinus,-37.773972,145.565705,5.0,HUMAN_OBSERVATION,2023-08-10
Pseudocheirus peregrinus,-37.392434,144.274358,10.0,HUMAN_OBSERVATION,2023-04-09
Pseudocheirus peregrinus,-38.10541,146.91195,4.0,OCCURRENCE,2021-10-13
Pseudocheirus peregrinus,-37.983899,145.072503,,HUMAN_OBSERVATION,2019-10-29
Pseudocheirus peregrinus,-35.7823,146.89033,200.0,HUMAN_OBSERVATION,2019-06-19
Pseudocheirus peregrinus,-38.48087,145.240128,5.0,HUMAN_OBSERVATION,2024-03-02
Pseudocheirus peregrinus,-37.6319,144.8405,10.0,OCCURRENCE,2018-03-07
Pseudocheirus peregrinus,-28.492109,152.90444,1670.0,HUMAN_OBSERVATION,2024-02-11
Pseudocheirus peregrinus,-37.826841,145.162128,10.0,HUMAN_OBSERVATION,2024-04-03
Pseudocheirus peregrinus,-37.23722,144.825003,600.0,HUMAN_OBSERVATION,2026-01-11
Pseudocheirus peregrinus,-37.43523,149.57321,1000.0,OCCURRENCE,1991-11-27
Pseudocheirus peregrinus,-37.90971,146.24649,100.0,OCCURRENCE,1991-04-16
Pseudocheirus peregrinus,-38.17015,145.17646,100.0,OCCURRENCE,1988-02-11
Pseudocheirus peregrinus,-37.48558,145.60812,5.0,OCCURRENCE,2021-03-29
Pseudocheirus peregrinus,-38.3574,143.9551,10.0,OCCURRENCE,2023-11-01
Pseudocheirus peregrinus,-37.34519,145.5928,10.0,OCCURRENCE,2019-09-10
Pseudocheirus peregrinus,-27.540323,153.048523,,HUMAN_OBSERVATION,2020-12-02
Pseudocheirus peregrinus,-37.40946,144.1838,10.0,OBSERVATION,2023-03-09
Pseudocheirus peregrinus,-37.43724,144.5208,100.0,OCCURRENCE,1993-11-29
Pseudocheirus peregrinus,-28.40626,153.123579,100.0,HUMAN_OBSERVATION,1992-11-10
Pseudocheirus peregrinus,-37.5877,148.78233,100.0,OCCURRENCE,1991-04-19
Pseudocheirus peregrinus,-37.70164,140.73457,50.0,HUMAN_OBSERVATION,2007-03-17
Pseudocheirus peregrinus,-37.95565,145.49364,100.0,OCCURRENCE,1994-05-14
Pseudocheirus peregrinus,-38.4141,144.168024,8.0,HUMAN_OBSERVATION,2021-10-22
Pseudocheirus peregrinus,-35.17062,138.84305,250.0,HUMAN_OBSERVATION,2022-02-11
Pseudocheirus peregrinus,-37.6211,145.2893,100.0,OCCURRENCE,2005-01-07
Pseudocheirus peregrinus,-38.1308,145.2664,10.0,OBSERVATION,2025-05-26
Pseudocheirus peregrinus,-35.261331,147.875233,100.0,HUMAN_OBSERVATION,1995-05-15
Pseudocheirus peregrinus,-38.26163,146.89033,100.0,OCCURRENCE,2008-04-29
Pseudocheirus peregrinus,-37.8081,146.31805,10.0,OBSERVATION,2015-11-25
Pseudocheirus peregrinus,-37.39403,146.74838,10.0,OBSERVATION,2023-01-18
Pseudocheirus peregrinus,-37.51,145.9362,10.0,OCCURRENCE,2020-02-05
Pseudocheirus peregrinus,-37.88137,145.84197,10.0,OCCURRENCE,2021-07-09
Pseudocheirus peregrinus,-37.391367,144.267412,10.0,HUMAN_OBSERVATION,2017-12-30
Pseudocheirus peregrinus,-37.44462,147.75475,900.0,OCCURRENCE,1997-11-19
Pseudocheirus peregrinus,-37.36763,145.15154,18.0,OCCURRENCE,2019-01-07
Pseudocheirus peregrinus,-38.468067,145.02652,4.0,HUMAN_OBSERVATION,2024-05-07
Pseudocheirus peregrinus,-37.79797,145.6445,100.0,OBSERVATION,1988-10-07
Pseudocheirus peregrinus,-35.0185,138.69256,100.0,HUMAN_OBSERVATION,2020-07-14
Pseudocheirus peregrinus,-36.8045,145.79337,100.0,OCCURRENCE,1988-04-01
Pseudocheirus peregrinus,-37.42142,145.912,10.0,OBSERVATION,2022-08-31
Pseudocheirus peregrinus,-37.856076,144.997594,157.0,HUMAN_OBSERVATION,2020-03-07
Pseudocheirus peregrinus,-28.837554,153.31536,100.0,HUMAN_OBSERVATION,2010-08-23
Pseudocheirus peregrinus,-28.964274,152.328832,1000.0,HUMAN_OBSERVATION,1992-03-25
Pseudocheirus peregrinus,-38.02482,145.54691,900.0,OCCURRENCE,1981-03-26
Pseudocheirus peregrinus,-37.38525,146.1309,1000.0,OCCURRENCE,1989-02-24
Pseudocheirus peregrinus,-36.045336,146.99416,30.0,HUMAN_OBSERVATION,2024-11-24
Pseudocheirus peregrinus,-38.34369,145.58161,10.0,OBSERVATION,2024-06-26
Pseudocheirus peregrinus,-37.92757,141.4537,100.0,OCCURRENCE,1998-12-08
Pseudocheirus peregrinus,-29.321122,152.083465,1.0,HUMAN_OBSERVATION,1992-06-02
Pseudocheirus peregrinus,-37.63112,144.84863,100.0,OBSERVATION,2000-07-17
Pseudocheirus peregrinus,-27.376282,152.840694,15.0,HUMAN_OBSERVATION,2025-12-06
Pseudocheirus peregrinus,-37.3088,144.26033,10.0,OCCURRENCE,2024-02-27
Pseudocheirus peregrinus,-37.64616,149.69153,1800.0,OBSERVATION,1988-12-29
Pseudocheirus peregrinus,-36.49978,145.648,25.0,OCCURRENCE,2021-11-22
Pseudocheirus peregrinus,-29.265148,151.65478,1000.0,HUMAN_OBSERVATION,1991-11-02
Pseudocheirus peregrinus,-27.54006,153.22607,1300.0,OCCURRENCE,1994-06-14
Pseudocheirus peregrinus,-37.25783,145.5881,10.0,OBSERVATION,2023-05-23
Pseudocheirus peregrinus,-37.733804,145.210858,,OBSERVATION,2015-04-09
Pseudocheirus peregrinus,-28.634708,152.511003,100.0,HUMAN_OBSERVATION,1988-11-17
Pseudocheirus peregrinus,-37.47558,144.15765,10.0,OCCURRENCE,2024-04-10
Pseudocheirus peregrinus,-37.43365,145.9445,10.0,OBSERVATION,2022-09-13
Pseudocheirus peregrinus,-37.4116,145.609,10.0,OBSERVATION,2023-07-24
Pseudocheirus peregrinus,-38.12588,145.22776,100.0,OBSERVATION,1995-04-27
Pseudocheirus peregrinus,-37.34551,144.28284,10.0,OCCURRENCE,2022-12-02
Pseudocheirus peregrinus,-36.3861,143.65096,1000.0,OCCURRENCE,2011-09-13
Pseudocheirus peregrinus,-38.32901,144.1086,10.0,OCCURRENCE,2020-11-07
Pseudocheirus peregrinus,-37.67822,145.52656,10.0,OCCURRENCE,2023-10-10
Pseudocheirus peregrinus,-38.44133,146.93338,100.0,OCCURRENCE,2008-03-04
Pseudocheirus peregrinus,-37.7749,145.63999,10.0,OBSERVATION,2023-05-24
Pseudocheirus peregrinus,-39.0116,146.34928,100.0,OBSERVATION,1980-03-26
Pseudocheirus peregrinus,-37.51404,144.75584,100.0,OBSERVATION,1972-08-07
Pseudocheirus peregrinus,-34.9564,138.6392,,MATERIAL_SAMPLE,2002-04-09
Pseudocheirus peregrinus,-37.82518,146.14503,10.0,OCCURRENCE,2020-08-11
Pseudocheirus peregrinus,-36.88691,145.88809,10.0,OCCURRENCE,2016-11-11
Pseudocheirus peregrinus,-38.81258,146.00224,100.0,OCCURRENCE,2006-04-12
Pseudocheirus peregrinus,-28.6205,151.7747,200.0,OCCURRENCE,2016-04-14
Pseudocheirus peregrinus,-37.89048,145.10037,100.0,OCCURRENCE,1988-04-27
Pseudocheirus peregrinus,-37.4699,145.5347,10.0,OCCURRENCE,2024-01-18
Pseudocheirus peregrinus,-37.562187,149.759501,40.0,HUMAN_OBSERVATION,2022-03-16
Pseudocheirus peregrinus,-29.962839,151.971921,100.0,HUMAN_OBSERVATION,1992-01-15
Pseudocheirus peregrinus,-38.08609,145.64534,5.0,OBSERVATION,2024-09-19
Pseudocheirus peregrinus,-38.40848,144.88074,100.0,OCCURRENCE,2000-02-01
Pseudocheirus peregrinus,-38.3968,146.1771,100.0,OCCURRENCE,2008-04-15
Pseudocheirus peregrinus,-37.79022,145.10539,10.0,OCCURRENCE,2025-02-05
Pseudocheirus peregrinus,-38.3518,144.1378,100.0,OCCURRENCE,2011-11-09
Pseudocheirus peregrinus,-35.038977,138.753697,,HUMAN_OBSERVATION,2019-03-30
Pseudocheirus peregrinus,-27.50821,153.031767,9.0,HUMAN_OBSERVATION,2026-04-30
Pseudocheirus peregrinus,-27.54006,153.07607,1300.0,OCCURRENCE,1993-10-17
Pseudocheirus peregrinus,-37.885053,144.988892,3.0,HUMAN_OBSERVATION,2025-01-07
Pseudocheirus peregrinus,-37.54431,145.73076,10.0,OCCURRENCE,2022-05-11
Pseudocheirus peregrinus,-19.11888,146.0815,500.0,OCCURRENCE,1986-09-10
Pseudocheirus peregrinus,-37.771,146.02729,10.0,OCCURRENCE,2024-11-15
Pseudocheirus peregrinus,-37.39186,144.262933,10.0,HUMAN_OBSERVATION,2019-04-19
Pseudocheirus peregrinus,-37.85871,145.84584,10.0,OBSERVATION,2016-01-21
Pseudocheirus peregrinus,-37.41353,145.1539,10.0,OBSERVATION,2019-03-08
Pseudocheirus peregrinus,-28.2209,152.4577,25.0,OCCURRENCE,2021-09-01
Pseudocheirus peregrinus,-37.3727,144.22139,10.0,OBSERVATION,2023-03-08
Pseudocheirus peregrinus,-37.97734,141.60886,100.0,OCCURRENCE,1999-01-19
Pseudocheirus peregrinus,-38.3505,143.9612,10.0,OCCURRENCE,2023-11-01
Pseudocheirus peregrinus,-36.8242,146.545,1.0,MACHINE_OBSERVATION,2023-04-24
Pseudocheirus peregrinus,-37.80575,145.17405,10.0,OCCURRENCE,2026-02-04
Pseudocheirus peregrinus,-28.373255,153.092859,31.0,HUMAN_OBSERVATION,2024-10-05
Pseudocheirus peregrinus,-37.93984,141.48425,10.0,OBSERVATION,2019-10-19
Pseudocheirus peregrinus,-28.412053,153.339006,50.0,HUMAN_OBSERVATION,2019-05-26
Pseudocheirus peregrinus,-37.8043,148.63759,1000.0,OCCURRENCE,1990-10-10
Pseudocheirus peregrinus,-37.33681,145.92735,20.0,OCCURRENCE,2022-08-31
Pseudocheirus peregrinus,-37.3155,145.1544,10.0,OBSERVATION,2022-09-28
Pseudocheirus peregrinus,-34.56837,138.9881,50.0,HUMAN_OBSERVATION,2000-10-23
Pseudocheirus peregrinus,-37.4096,145.6105,10.0,OBSERVATION,2023-07-24
Pseudocheirus peregrinus,-36.8416,146.052,1.0,MACHINE_OBSERVATION,2023-04-26
Pseudocheirus peregrinus,-28.47663,152.096967,10.0,HUMAN_OBSERVATION,2001-07-11
Pseudocheirus peregrinus,-37.25987,145.5854,10.0,OBSERVATION,2023-05-23
Pseudocheirus peregrinus,-37.30445,145.13305,5.0,OCCURRENCE,2025-04-15
Pseudocheirus peregrinus,-34.90293,138.6073,50.0,HUMAN_OBSERVATION,2024-03-07
Pseudocheirus peregrinus,-37.26001,145.59021,5.0,OCCURRENCE,2023-04-24
Pseudocheirus peregrinus,-37.389,144.2672,10.0,OBSERVATION,2016-01-23
Pseudocheirus peregrinus,-37.50586,148.71024,100.0,OCCURRENCE,1991-12-19
Pseudocheirus peregrinus,-37.33565,144.27662,5.0,OCCURRENCE,2024-01-10
Pseudocheirus peregrinus,-37.80009,148.46848,10.0,OCCURRENCE,2017-09-12
Pseudocheirus peregrinus,-28.91593,153.46224,1477.0,HUMAN_OBSERVATION,2019-05-08
Pseudocheirus peregrinus,-37.59764,146.05016,10.0,OBSERVATION,2019-10-31
Pseudocheirus peregrinus,-37.7858,146.26354,10.0,OCCURRENCE,2023-05-02
Pseudocheirus peregrinus,-37.4191,145.6052,10.0,OBSERVATION,2023-07-17
Pseudocheirus peregrinus,-37.24826,144.64704,5.0,OCCURRENCE,2024-06-13
Pseudocheirus peregrinus,-38.01876,141.61228,10.0,OBSERVATION,2023-10-17
Pseudocheirus peregrinus,-38.37655,144.25442,1000.0,OCCURRENCE,2000-12-28
Pseudocheirus peregrinus,-37.9,145.23278,900.0,OBSERVATION,2006-07-17
Pseudocheirus peregrinus,-37.3165,145.1514,10.0,OBSERVATION,2022-10-17
Pseudocheirus peregrinus,-37.37725,145.59262,10.0,OBSERVATION,2022-02-23
Pseudocheirus peregrinus,-37.4208,144.17931,10.0,OBSERVATION,2023-04-28
Pseudocheirus peregrinus,-37.83,145.07,,HUMAN_OBSERVATION,2025-03-26
Pseudocheirus peregrinus,-37.32078,145.66409,100.0,OBSERVATION,2012-06-18
Pseudocheirus peregrinus,-38.31126,144.31406,100.0,OCCURRENCE,2004-11-26
Pseudocheirus peregrinus,-38.3933,146.18406,5.0,OCCURRENCE,2024-09-04
Pseudocheirus peregrinus,-37.4176,149.69248,10.0,OCCURRENCE,2015-05-18
Pseudocheirus peregrinus,-37.65342,146.21784,10.0,OCCURRENCE,2023-06-13
Pseudocheirus peregrinus,-36.74195,146.8058,100.0,OCCURRENCE,1998-02-11
Pseudocheirus peregrinus,-37.48593,145.56112,10.0,OBSERVATION,2023-05-11
Pseudocheirus peregrinus,-37.96309,146.34806,10.0,OCCURRENCE,2023-02-13
Pseudocheirus peregrinus,-37.32026,145.1735,100.0,OCCURRENCE,1996-10-25
Pseudocheirus peregrinus,-37.4969,145.5422,50.0,OCCURRENCE,2017-08-04
Pseudocheirus peregrinus,-37.34207,144.26408,10.0,OBSERVATION,2023-03-01
Pseudocheirus peregrinus,-37.89061,145.28459,100.0,OCCURRENCE,2002-08-01
Pseudocheirus peregrinus,-38.15438,141.52815,100.0,OCCURRENCE,1998-02-27
Pseudocheirus peregrinus,-37.633998,144.088205,70.0,HUMAN_OBSERVATION,2025-09-17
Pseudocheirus peregrinus,-37.390739,144.266812,10.0,HUMAN_OBSERVATION,2023-09-28
Pseudocheirus peregrinus,-38.3496,143.9524,10.0,OCCURRENCE,2023-11-01
Pseudocheirus peregrinus,-37.8306,146.3628,50.0,OCCURRENCE,2017-11-03
Pseudocheirus peregrinus,-37.483442,144.390414,4.0,HUMAN_OBSERVATION,2024-04-26
Pseudocheirus peregrinus,-37.46977,145.61473,10.0,OCCURRENCE,2025-05-01
Pseudocheirus peregrinus,-37.9932,145.13569,10.0,OCCURRENCE,2013-05-27
Pseudocheirus peregrinus,-37.912,145.39556,100.0,OCCURRENCE,1988-12-20
Pseudocheirus peregrinus,-37.69217,145.52014,3.0,OCCURRENCE,2020-05-04
Pseudocheirus peregrinus,-37.47129,144.4792,50.0,OBSERVATION,2018-04-28
Pseudocheirus peregrinus,-37.82349,145.05965,900.0,OCCURRENCE,1968-10-26
Pseudocheirus peregrinus,-28.41992,153.337351,30.0,HUMAN_OBSERVATION,2022-04-20
Pseudocheirus peregrinus,-37.4622,144.2566,120.0,OCCURRENCE,2019-03-24
Pseudocheirus peregrinus,-28.81424,152.739477,1.0,HUMAN_OBSERVATION,1991-11-12
Pseudocheirus peregrinus,-37.30514,145.1178,10.0,OCCURRENCE,2018-05-01
Pseudocheirus peregrinus,-37.943547,145.24057,19.0,HUMAN_OBSERVATION,2023-12-19
Pseudocheirus peregrinus,-37.92395,141.51707,10.0,OCCURRENCE,2014-11-09
Pseudocheirus peregrinus,-42.11518,146.234701,1850.0,OBSERVATION,1977-01-16
Pseudocheirus peregrinus,-38.15687,141.52637,900.0,OCCURRENCE,2000-01-01
Pseudocheirus peregrinus,-37.7932,145.10943,10.0,OCCURRENCE,2024-10-28
Pseudocheirus peregrinus,-38.2596,145.15934,100.0,OBSERVATION,2005-09-27
Pseudocheirus peregrinus,-37.78806,145.10122,10.0,OBSERVATION,2024-06-21
Pseudocheirus peregrinus,-43.13234,147.252197,20.0,OBSERVATION,2000-04-30
Pseudocheirus peregrinus,-37.25986,145.58921,10.0,OBSERVATION,2023-05-22
Pseudocheirus peregrinus,-28.19332,153.18695,500.0,OCCURRENCE,2001-01-27
Pseudocheirus peregrinus,-37.4381,144.29375,10.0,OCCURRENCE,2022-12-22
Pseudocheirus peregrinus,-37.35181,145.91958,10.0,OCCURRENCE,2019-05-21
Pseudocheirus peregrinus,-35.12112,138.73556,50.0,HUMAN_OBSERVATION,2005-10-15
Pseudocheirus peregrinus,-28.88994,153.494632,30.0,HUMAN_OBSERVATION,2023-11-21
