species,latitude,longitude,coordinate_uncertainty_m,basis_of_record,event_date
Pseudocheirus peregrinus,-37.39836,144.3086,100.0,OCCURRENCE,2001-03-03
Pseudocheirus peregrinus,-37.99625,141.01526,10.0,OBSERVATION,2023-10-19
Pseudocheirus peregrinus,-37.37019,144.59533,50.0,OCCURRENCE,2019-01-15
Pseudocheirus peregrinus,-37.94204,145.79711,10.0,OBSERVATION,2021-09-23
Pseudocheirus peregrinus,-37.52626,145.58877,10.0,OBSERVATION,2023-05-22
Pseudocheirus peregrinus,-28.416449,153.343226,30.0,HUMAN_OBSERVATION,2020-11-27
Pseudocheirus peregrinus,-37.06078,140.879059,,HUMAN_OBSERVATION,2013-11-08
Pseudocheirus peregrinus,-27.32339,152.75941,1300.0,OCCURRENCE,1992-09-28
Pseudocheirus peregrinus,-27.52339,152.95941,1300.0,OCCURRENCE,1992-12-01
Pseudocheirus peregrinus,-38.3158,145.06583,100.0,OBSERVATION,2005-04-21
Pseudocheirus peregrinus,-35.01171,138.581415,,HUMAN_OBSERVATION,2023-07-01
Pseudocheirus peregrinus,-38.10664,145.75742,5.0,OBSERVATION,2024-04-10
Pseudocheirus peregrinus,-37.8624,148.06807,3.0,OCCURRENCE,2010-03-24
Pseudocheirus peregrinus,-36.57511,146.7671,100.0,OBSERVATION,1972-01-01
Pseudocheirus peregrinus,-12.37185,130.86913,,HUMAN_OBSERVATION,2021-03-17
Pseudocheirus peregrinus,-37.5149,145.35545,1000.0,OBSERVATION,1971-09-18
Pseudocheirus peregrinus,-38.7237,143.55426,10.0,OCCURRENCE,2018-08-19
Pseudocheirus peregrinus,-37.17348,146.34295,900.0,OBSERVATION,1972-04-15
Pseudocheirus peregrinus,-38.04568,141.20535,10.0,OBSERVATION,2022-10-12
Pseudocheirus peregrinus,-37.46146,145.77461,100.0,OCCURRENCE,2011-04-11
Pseudocheirus peregrinus,-37.36824,144.58292,100.0,OBSERVATION,1993-04-24
Pseudocheirus peregrinus,-38.84647,145.98398,100.0,OCCURRENCE,2012-10-26
Pseudocheirus peregrinus,-37.51375,144.22545,10.0,OCCURRENCE,2024-04-16
Pseudocheirus peregrinus,-37.9871,141.53164,100.0,OCCURRENCE,2013-01-13
Pseudocheirus peregrinus,-37.8842,145.85755,10.0,OCCURRENCE,2020-10-30
Pseudocheirus peregrinus,-36.93563,145.18834,100.0,OBSERVATION,1967-02-26
Pseudocheirus peregrinus,-37.9614,145.3004,10.0,OCCURRENCE,2013-09-23
Pseudocheirus peregrinus,-37.35341,145.63375,12.0,OCCURRENCE,2022-07-21
Pseudocheirus peregrinus,-37.52944,142.45694,50.0,OCCURRENCE,2020-05-25
Pseudocheirus peregrinus,-35.530664,144.972301,,HUMAN_OBSERVATION,2025-10-24
Pseudocheirus peregrinus,-37.91297,147.29426,10.0,OCCURRENCE,2024-04-08
Pseudocheirus peregrinus,-30.019693,151.890976,10.0,HUMAN_OBSERVATION,2021-03-10
Pseudocheirus peregrinus,-37.84965,145.8875,10.0,OCCURRENCE,2020-03-10
Pseudocheirus peregrinus,-30.302413,151.443577,100.0,HUMAN_OBSERVATION,1997-03-24
Pseudocheirus peregrinus,-37.40964,144.18241,10.0,OBSERVATION,2023-03-09
Pseudocheirus peregrinus,-37.40787,144.62412,50.0,OBSERVATION,2018-06-22
Pseudocheirus peregrinus,-38.64018,143.67635,900.0,OCCURRENCE,1992-04-04
Pseudocheirus peregrinus,-37.9032,146.22358,10.0,OBSERVATION,2019-06-25
Pseudocheirus peregrinus,-33.385349,147.97643,500.0,HUMAN_OBSERVATION,2024-12-26
Pseudocheirus peregrinus,-38.21171,141.73525,10.0,OBSERVATION,2023-10-26
Pseudocheirus peregrinus,-38.3727,144.94589,100.0,OCCURRENCE,1987-12-16
Pseudocheirus peregrinus,-37.81242,145.81464,100.0,OCCURRENCE,1991-10-30
Pseudocheirus peregrinus,-35.34501,147.73341,200.0,HUMAN_OBSERVATION,2023-06-26
Pseudocheirus peregrinus,-27.12339,152.89274,1300.0,OCCURRENCE,1993-09-01
Pseudocheirus peregrinus,-27.57742,151.9692,50.0,OCCURRENCE,2023-07-25
Pseudocheirus peregrinus,-38.3501,144.76205,500.0,OCCURRENCE,2007-02-12
Pseudocheirus peregrinus,-37.15303,146.32051,100.0,OCCURRENCE,1996-05-24
Pseudocheirus peregrinus,-37.85146,145.3434,5.0,OCCURRENCE,2024-05-21
Pseudocheirus peregrinus,-37.25578,145.588,10.0,OBSERVATION,2023-05-23
Pseudocheirus peregrinus,-37.57629,145.69777,10.0,OBSERVATION,2023-03-15
Pseudocheirus peregrinus,-28.414756,153.328896,500.0,HUMAN_OBSERVATION,2022-05-13
Pseudocheirus peregrinus,-38.3117,145.15917,100.0,OBSERVATION,2011-04-15
Pseudocheirus peregrinus,-37.616478,145.261978,12.0,HUMAN_OBSERVATION,2023-11-07
Pseudocheirus peregrinus,-37.88127,146.21645,5.0,OBSERVATION,2019-03-27
Pseudocheirus peregrinus,-38.138226,146.495302,186.0,HUMAN_OBSERVATION,2023-03-25
Pseudocheirus peregrinus,-37.7683,143.80134,5.0,OCCURRENCE,2023-09-27
Pseudocheirus peregrinus,-38.74864,143.3368,100.0,OCCURRENCE,1999-06-08
Pseudocheirus peregrinus,-37.25782,145.59137,10.0,OBSERVATION,2023-05-22
Pseudocheirus peregrinus,-37.83855,143.795514,13.0,HUMAN_OBSERVATION,2026-04-12
Pseudocheirus peregrinus,-37.50749,145.15279,5.0,OBSERVATION,2025-04-09
Pseudocheirus peregrinus,-37.42063,145.91297,10.0,OCCURRENCE,2022-07-15
Pseudocheirus peregrinus,-37.41372,144.67147,20.0,OBSERVATION,2018-06-27
Pseudocheirus peregrinus,-37.15106,147.90838,1.0,OCCURRENCE,2024-04-19
Pseudocheirus peregrinus,-37.951,145.23986,500.0,OCCURRENCE,2014-03-09
Pseudocheirus peregrinus,-38.05685,142.72636,900.0,OBSERVATION,1980-09-12
Pseudocheirus peregrinus,-37.81663,145.334655,7.0,HUMAN_OBSERVATION,2026-06-28
Pseudocheirus peregrinus,-38.0119,147.68049,5.0,OCCURRENCE,2024-07-03
Pseudocheirus peregrinus,-38.02408,147.59078,5.0,OCCURRENCE,2024-07-03
Pseudocheirus peregrinus,-36.7194,145.31771,100.0,OCCURRENCE,1996-09-27
Pseudocheirus peregrinus,-38.64227,143.69615,10.0,OCCURRENCE,2016-08-23
Pseudocheirus peregrinus,-37.38918,144.22532,11.0,OCCURRENCE,2022-12-21
Pseudocheirus peregrinus,-37.78071,145.08682,10.0,OCCURRENCE,2024-05-13
Pseudocheirus peregrinus,-37.87842,145.84011,10.0,OBSERVATION,2022-07-13
Pseudocheirus peregrinus,-25.63626,152.8855,100.0,OCCURRENCE,2006-06-08
Pseudocheirus peregrinus,-37.40752,145.31142,5.0,OCCURRENCE,2024-02-20
Pseudocheirus peregrinus,-36.05378,145.05447,140.0,OCCURRENCE,1991-05-21
Pseudocheirus peregrinus,-37.42351,144.17933,5.0,OCCURRENCE,2022-11-23
Pseudocheirus peregrinus,-37.94569,145.22175,1687.0,OBSERVATION,2017-02-09
Pseudocheirus peregrinus,-36.84475,145.85218,100.0,OCCURRENCE,1996-04-29
Pseudocheirus peregrinus,-37.391667,144.262875,10.0,HUMAN_OBSERVATION,2025-01-24
Pseudocheirus peregrinus,-37.54736,145.67814,26.0,OCCURRENCE,2022-07-11
Pseudocheirus peregrinus,-37.49436,144.1751,1000.0,OCCURRENCE,1995-08-26
Pseudocheirus peregrinus,-37.42474,146.10784,100.0,OCCURRENCE,1996-11-11
Pseudocheirus peregrinus,-37.46831,144.43349,10.0,OCCURRENCE,2024-05-16
Pseudocheirus peregrinus,-38.5925,143.3235,300.0,OCCURRENCE,2009-01-16
Pseudocheirus peregrinus,-37.30726,145.96028,900.0,OCCURRENCE,1989-12-19
Pseudocheirus peregrinus,-37.72969,145.19072,100.0,OCCURRENCE,1987-04-04
Pseudocheirus peregrinus,-37.94214,145.64186,140.0,OBSERVATION,1979-11-03
Pseudocheirus peregrinus,-37.38468,144.22238,10.0,OBSERVATION,2023-04-26
Pseudocheirus peregrinus,-28.80301,153.30074,765.0,HUMAN_OBSERVATION,2019-01-24
Pseudocheirus peregrinus,-28.327721,153.396529,500.0,HUMAN_OBSERVATION,2020-06-12
Pseudocheirus peregrinus,-27.35673,153.0594,1300.0,OCCURRENCE,1990-02-01
Pseudocheirus peregrinus,-38.14854,144.36135,,HUMAN_OBSERVATION,2019-05-08
Pseudocheirus peregrinus,-37.46779,146.14549,1.0,OCCURRENCE,2023-05-20
Pseudocheirus peregrinus,-38.05627,145.3748,10.0,OCCURRENCE,2013-05-14
Pseudocheirus peregrinus,-37.93974,146.29284,100.0,OCCURRENCE,1990-11-13
Pseudocheirus peregrinus,-38.01866,141.63541,100.0,OCCURRENCE,1999-01-22
Pseudocheirus peregrinus,-38.09377,145.60883,100.0,OBSERVATION,2008-10-10
Pseudocheirus peregrinus,-27.454661,153.015615,13.0,HUMAN_OBSERVATION,2026-03-21
Pseudocheirus peregrinus,-27.47339,153.17607,1300.0,OCCURRENCE,1992-09-01
Pseudocheirus peregrinus,-37.799659,144.962385,62.0,HUMAN_OBSERVATION,2026-05-12
Pseudocheirus peregrinus,-28.392038,153.31459,,HUMAN_OBSERVATION,2019-04-14
Pseudocheirus peregrinus,-37.43605,145.60051,10.0,OBSERVATION,2022-01-18
Pseudocheirus peregrinus,-38.20362,141.73114,5.0,OCCURRENCE,2024-07-02
Pseudocheirus peregrinus,-37.78749,145.04228,100.0,OCCURRENCE,2007-06-12
Pseudocheirus peregrinus,-37.25684,143.22633,900.0,OBSERVATION,1976-03-03
Pseudocheirus peregrinus,-27.554206,153.058158,,HUMAN_OBSERVATION,2026-05-14
Pseudocheirus peregrinus,-37.72916,143.82594,10.0,OCCURRENCE,2023-06-20
Pseudocheirus peregrinus,-37.763153,145.20854,3.0,HUMAN_OBSERVATION,2026-04-25
Pseudocheirus peregrinus,-37.65532,145.29617,10.0,OCCURRENCE,2022-06-09
Pseudocheirus peregrinus,-37.99132,140.99711,10.0,OBSERVATION,2024-10-10
Pseudocheirus peregrinus,-37.72878,143.83465,10.0,OCCURRENCE,2023-04-20
Pseudocheirus peregrinus,-37.80296,148.62912,10.0,OCCURRENCE,2019-10-17
Pseudocheirus peregrinus,-38.04066,140.67791,250.0,HUMAN_OBSERVATION,2022-01-27
Pseudocheirus peregrinus,-37.43269,144.35258,100.0,OCCURRENCE,2001-03-08
Pseudocheirus peregrinus,-34.59132,139.01447,5.0,HUMAN_OBSERVATION,2023-02-01
Pseudocheirus peregrinus,-27.550567,153.035015,,HUMAN_OBSERVATION,2020-12-15
Pseudocheirus peregrinus,-37.44262,145.60846,10.0,OBSERVATION,2022-01-24
Pseudocheirus peregrinus,-37.47058,144.21269,10.0,OCCURRENCE,2023-06-14
Pseudocheirus peregrinus,-37.63183,146.00974,10.0,OBSERVATION,2021-11-08
Pseudocheirus peregrinus,-37.88046,145.16048,10.0,OCCURRENCE,2024-05-16
Pseudocheirus peregrinus,-38.233242,145.167847,4.0,HUMAN_OBSERVATION,2025-12-04
Pseudocheirus peregrinus,-27.4333,153.021897,5.0,HUMAN_OBSERVATION,2025-10-29
Pseudocheirus peregrinus,-37.393882,144.262385,10.0,HUMAN_OBSERVATION,2018-12-08
Pseudocheirus peregrinus,-37.78941,145.79041,10.0,OCCURRENCE,2020-05-24
Pseudocheirus peregrinus,-37.41889,144.17449,10.0,OBSERVATION,2023-04-28
Pseudocheirus peregrinus,-37.61479,147.97387,10.0,OBSERVATION,2020-06-15
Pseudocheirus peregrinus,-36.75799,143.55724,100.0,OCCURRENCE,2004-04-01
Pseudocheirus peregrinus,-19.05781,146.17293,100.0,OCCURRENCE,2013-11-11
Pseudocheirus peregrinus,-37.44745,145.32196,22.0,OCCURRENCE,2019-07-09
Pseudocheirus peregrinus,-37.43794,145.75857,10.0,OBSERVATION,2019-01-24
Pseudocheirus peregrinus,-28.37628,152.31906,1406.0,HUMAN_OBSERVATION,2019-10-15
Pseudocheirus peregrinus,-35.33657,138.67657,50.0,HUMAN_OBSERVATION,2003-12-20
Pseudocheirus peregrinus,-37.86585,148.05065,5.0,OBSERVATION,2020-05-29
Pseudocheirus peregrinus,-38.35233,145.59027,10.0,OBSERVATION,2024-03-08
Pseudocheirus peregrinus,-37.45187,144.53171,50.0,OBSERVATION,2018-09-19
Pseudocheirus peregrinus,-37.44492,145.61201,10.0,OBSERVATION,2022-01-24
Pseudocheirus peregrinus,-38.02764,146.22477,100.0,OCCURRENCE,1997-02-11
Pseudocheirus peregrinus,-27.59006,151.95943,1300.0,OCCURRENCE,1993-08-12
Pseudocheirus peregrinus,-36.77438,145.44985,140.0,OCCURRENCE,1991-07-10
Pseudocheirus peregrinus,-37.88665,146.22977,10.0,OCCURRENCE,2018-05-15
Pseudocheirus peregrinus,-28.20672,153.14274,1300.0,OCCURRENCE,1993-06-22
Pseudocheirus peregrinus,-37.38027,144.22355,10.0,OBSERVATION,2023-04-26
Pseudocheirus peregrinus,-29.188606,152.437427,100.0,HUMAN_OBSERVATION,1992-03-28
Pseudocheirus peregrinus,-38.07077,145.66124,10.0,OCCURRENCE,2017-05-08
Pseudocheirus peregrinus,-37.393663,144.262557,10.0,HUMAN_OBSERVATION,2023-12-30
Pseudocheirus peregrinus,-37.50263,144.40249,10.0,OCCURRENCE,2024-06-12
Pseudocheirus peregrinus,-37.90418,147.4159,100.0,OBSERVATION,2000-03-14
Pseudocheirus peregrinus,-37.64015,149.51454,900.0,OCCURRENCE,2001-04-10
Pseudocheirus peregrinus,-38.146701,145.174992,191.0,HUMAN_OBSERVATION,2025-11-29
Pseudocheirus peregrinus,-37.37879,145.64301,10.0,OBSERVATION,2023-05-23
Pseudocheirus peregrinus,-37.54497,145.67327,33.0,OCCURRENCE,2022-07-14
Pseudocheirus peregrinus,-37.86018,145.9971,10.0,OCCURRENCE,2021-08-24
Pseudocheirus peregrinus,-38.39182,145.56478,140.0,OBSERVATION,1984-09-15
Pseudocheirus peregrinus,-36.90486,145.9204,5.0,OCCURRENCE,2024-02-15
Pseudocheirus peregrinus,-37.57385,145.75902,10.0,OBSERVATION,2024-04-03
Pseudocheirus peregrinus,-38.44263,144.08414,10.0,OCCURRENCE,2020-08-06
Pseudocheirus peregrinus,-37.820287,145.001951,2.0,HUMAN_OBSERVATION,2026-04-27
Pseudocheirus peregrinus,-36.90707,144.38867,900.0,OBSERVATION,1999-01-01
Pseudocheirus peregrinus,-37.76205,145.18539,100.0,OCCURRENCE,1988-04-15
Pseudocheirus peregrinus,-37.75461,143.80944,10.0,OCCURRENCE,2023-06-19
Pseudocheirus peregrinus,-27.527984,153.03536,154.0,HUMAN_OBSERVATION,2021-02-11
Pseudocheirus peregrinus,-37.77349,145.24298,900.0,OBSERVATION,1983-02-14
Pseudocheirus peregrinus,-38.195,141.51474,100.0,OCCURRENCE,2000-01-17
Pseudocheirus peregrinus,-37.42091,144.18017,10.0,OBSERVATION,2023-04-28
Pseudocheirus peregrinus,-36.24407,146.68795,100.0,OCCURRENCE,2001-06-08
Pseudocheirus peregrinus,-37.885072,144.18947,8.0,HUMAN_OBSERVATION,2017-05-05
Pseudocheirus peregrinus,-36.77415,145.82298,100.0,OCCURRENCE,1994-02-15
Pseudocheirus peregrinus,-38.348,143.9582,10.0,OCCURRENCE,2023-11-01
Pseudocheirus peregrinus,-37.42718,146.40861,10.0,OBSERVATION,2020-02-27
Pseudocheirus peregrinus,-42.145166,146.782304,1000.0,OBSERVATION,1993-01-31
Pseudocheirus peregrinus,-27.502557,153.12322,,HUMAN_OBSERVATION,2020-09-28
Pseudocheirus peregrinus,-37.85694,145.20239,100.0,OBSERVATION,2004-04-29
Pseudocheirus peregrinus,-29.362586,153.28229,500.0,HUMAN_OBSERVATION,2015-03-07
Pseudocheirus peregrinus,-37.43446,145.61207,10.0,OCCURRENCE,2019-09-06
Pseudocheirus peregrinus,-38.286416,144.492982,3.0,HUMAN_OBSERVATION,2025-10-04
Pseudocheirus peregrinus,-37.39356,144.17761,10.0,OCCURRENCE,2024-03-20
Pseudocheirus peregrinus,-38.18478,141.68467,5.0,OCCURRENCE,2024-07-02
Pseudocheirus peregrinus,-37.78997,145.89664,10.0,OBSERVATION,2016-01-20
Pseudocheirus peregrinus,-37.53583,145.71367,10.0,OCCURRENCE,2022-07-05
Pseudocheirus peregrinus,-36.073738,146.913534,1345.0,HUMAN_OBSERVATION,2024-11-08
Pseudocheirus peregrinus,-37.43325,145.58434,9.0,OCCURRENCE,2022-03-10
Pseudocheirus peregrinus,-38.182616,145.119195,4.0,HUMAN_OBSERVATION,2025-02-14
Pseudocheirus peregrinus,-27.389864,153.039227,2.0,HUMAN_OBSERVATION,2022-07-14
Pseudocheirus peregrinus,-41.258763,147.96945,1242.0,OBSERVATION,1992-05-23
Pseudocheirus peregrinus,-17.68353,145.49103,400.0,OCCURRENCE,
Pseudocheirus peregrinus,-27.47339,152.96774,1800.0,OCCURRENCE,1989-01-01
Pseudocheirus peregrinus,-37.42449,144.17634,5.0,OCCURRENCE,2022-11-23
Pseudocheirus peregrinus,-37.391407,144.267222,10.0,HUMAN_OBSERVATION,2020-06-06
Pseudocheirus peregrinus,-37.90705,144.17531,140.0,OBSERVATION,1979-06-16
Pseudocheirus peregrinus,-30.152646,152.468611,31.0,HUMAN_OBSERVATION,2020-03-18
Pseudocheirus peregrinus,-37.81244,145.68507,10.0,OBSERVATION,2022-03-29
Pseudocheirus peregrinus,-37.45664,145.77842,10.0,OBSERVATION,2019-01-24
Pseudocheirus peregrinus,-38.35834,144.94973,100.0,OBSERVATION,1987-12-16
Pseudocheirus peregrinus,-37.40463,144.18736,10.0,OBSERVATION,2023-02-28
Pseudocheirus peregrinus,-36.02547,146.95681,1480.0,HUMAN_OBSERVATION,2020-06-28
Pseudocheirus peregrinus,-36.76993,144.97378,100.0,OCCURRENCE,1995-04-22
Pseudocheirus peregrinus,-42.906381,147.315587,50.0,OBSERVATION,2002-03-20
Pseudocheirus peregrinus,-29.395853,152.363115,100.0,HUMAN_OBSERVATION,1982-06-02
Pseudocheirus peregrinus,-27.481779,153.014786,9.0,HUMAN_OBSERVATION,2025-02-12
Pseudocheirus peregrinus,-37.99953,145.10097,100.0,OBSERVATION,1988-05-02
Pseudocheirus peregrinus,-29.1356,152.297909,100.0,HUMAN_OBSERVATION,1992-03-10
Pseudocheirus peregrinus,-36.09831,145.07669,1000.0,OCCURRENCE,1991-05-24
Pseudocheirus peregrinus,-37.35338,145.63833,10.0,OBSERVATION,2023-05-24
Pseudocheirus peregrinus,-37.914825,145.32835,,HUMAN_OBSERVATION,2025-09-03
Pseudocheirus peregrinus,-37.78879,145.37637,5.0,OBSERVATION,2022-10-18
Pseudocheirus peregrinus,-38.18601,141.67289,10.0,OBSERVATION,2019-07-23
Pseudocheirus peregrinus,-36.93027,142.78417,20.0,OCCURRENCE,2016-06-12
Pseudocheirus peregrinus,-37.151801,142.563705,10.0,HUMAN_OBSERVATION,2023-04-29
Pseudocheirus peregrinus,-34.99463,147.94816,200.0,HUMAN_OBSERVATION,2023-07-13
Pseudocheirus peregrinus,-29.942839,152.318726,5.0,HUMAN_OBSERVATION,2019-05-06
Pseudocheirus peregrinus,-37.77927,148.85117,100.0,OCCURRENCE,2010-03-12
Pseudocheirus peregrinus,-28.818594,153.287404,500.0,HUMAN_OBSERVATION,2014-07-11
Pseudocheirus peregrinus,-38.03777,145.36662,100.0,OBSERVATION,1978-01-01
Pseudocheirus peregrinus,-37.52346,148.2596,900.0,OBSERVATION,1979-08-13
Pseudocheirus peregrinus,-36.42725,145.66649,100.0,OCCURRENCE,2003-08-10
Pseudocheirus peregrinus,-37.98736,145.53932,10.0,OBSERVATION,2015-04-20
Pseudocheirus peregrinus,-37.42354,144.23711,5.0,OCCURRENCE,2023-06-19
Pseudocheirus peregrinus,-35.45523,138.59726,100.0,HUMAN_OBSERVATION,2000-02-29
Pseudocheirus peregrinus,-37.12436,140.30887,50.0,HUMAN_OBSERVATION,1997-02-26
Pseudocheirus peregrinus,-37.23321,146.21208,100.0,OBSERVATION,2010-11-20
Pseudocheirus peregrinus,-37.39561,144.64416,100.0,OBSERVATION,1999-05-10
Pseudocheirus peregrinus,-37.51691,145.60323,10.0,OCCURRENCE,2024-08-30
Pseudocheirus peregrinus,-35.076184,138.855968,,HUMAN_OBSERVATION,2026-06-27
Pseudocheirus peregrinus,-37.50683,144.55965,900.0,OBSERVATION,1977-06-21
Pseudocheirus peregrinus,-29.446232,153.205843,30.0,HUMAN_OBSERVATION,2017-09-29
Pseudocheirus peregrinus,-37.50605,145.53605,5.0,OBSERVATION,2018-09-12
Pseudocheirus peregrinus,-37.861017,144.976713,19.0,HUMAN_OBSERVATION,2026-06-21
Pseudocheirus peregrinus,-38.13386,145.22815,250.0,OCCURRENCE,2022-02-16
Pseudocheirus peregrinus,-37.54285,145.56775,10.0,OCCURRENCE,2019-08-29
Pseudocheirus peregrinus,-38.44038,146.56987,100.0,OCCURRENCE,1998-05-21
Pseudocheirus peregrinus,-36.76847,147.45193,10.0,OCCURRENCE,2025-10-29
Pseudocheirus peregrinus,-28.34709,151.70438,,HUMAN_OBSERVATION,2020-07-29
Pseudocheirus peregrinus,-38.52464,143.83596,10.0,OCCURRENCE,2019-08-12
Pseudocheirus peregrinus,-38.42913,144.92711,100.0,OCCURRENCE,1987-12-12
Pseudocheirus peregrinus,-34.957471,138.699342,10.0,HUMAN_OBSERVATION,2020-02-15
Pseudocheirus peregrinus,-38.15441,145.32978,100.0,OBSERVATION,1971-08-21
Pseudocheirus peregrinus,-38.265619,144.658233,9.0,HUMAN_OBSERVATION,2026-03-10
Pseudocheirus peregrinus,-35.430358,138.723362,31.0,HUMAN_OBSERVATION,2023-03-07
Pseudocheirus peregrinus,-37.40995,145.53467,10.0,OBSERVATION,2020-12-10
Pseudocheirus peregrinus,-37.435259,144.661125,8.0,HUMAN_OBSERVATION,2023-07-02
Pseudocheirus peregrinus,-28.33423,153.571729,500.0,HUMAN_OBSERVATION,2019-06-04
Pseudocheirus peregrinus,-43.031837,147.418026,1850.0,OBSERVATION,1974-02-28
Pseudocheirus peregrinus,-38.48002,144.02699,1000.0,OBSERVATION,1999-04-02
Pseudocheirus peregrinus,-37.780712,145.018851,4.0,HUMAN_OBSERVATION,2024-08-09
Pseudocheirus peregrinus,-37.44444,145.59767,10.0,OBSERVATION,2022-01-20
Pseudocheirus peregrinus,-37.394057,144.263687,10.0,HUMAN_OBSERVATION,2018-03-11
Pseudocheirus peregrinus,-37.33735,145.89574,10.0,OCCURRENCE,2021-04-16
Pseudocheirus peregrinus,-27.532837,152.816383,245.0,HUMAN_OBSERVATION,2024-09-15
Pseudocheirus peregrinus,-37.69207,145.14741,100.0,OBSERVATION,1996-04-28
Pseudocheirus peregrinus,-28.497168,152.062912,10.0,HUMAN_OBSERVATION,2001-07-11
Pseudocheirus peregrinus,-27.196514,152.82037,9.0,HUMAN_OBSERVATION,2022-08-03
Pseudocheirus peregrinus,-35.071555,138.87005,20.0,HUMAN_OBSERVATION,2026-02-03
Pseudocheirus peregrinus,-38.1393,145.27699,10.0,OCCURRENCE,2017-06-13
Pseudocheirus peregrinus,-35.757703,147.079091,200.0,HUMAN_OBSERVATION,2017-08-23
Pseudocheirus peregrinus,-37.43338,145.61739,10.0,OBSERVATION,2017-04-26
Pseudocheirus peregrinus,-37.41591,149.54995,100.0,OCCURRENCE,1991-10-05
Pseudocheirus peregrinus,-37.61868,145.6255,10.0,OBSERVATION,2020-02-13
Pseudocheirus peregrinus,-37.38877,144.2675,10.0,OBSERVATION,2016-11-01
Pseudocheirus peregrinus,-37.34472,144.28246,10.0,OCCURRENCE,2022-12-05
Pseudocheirus peregrinus,-37.716426,145.050909,19.0,HUMAN_OBSERVATION,2022-02-24
Pseudocheirus peregrinus,-37.37789,145.56174,1000.0,OCCURRENCE,1989-11-19
Pseudocheirus peregrinus,-37.393808,144.262473,10.0,HUMAN_OBSERVATION,2015-02-22
Pseudocheirus peregrinus,-38.3893,145.12437,100.0,OBSERVATION,2010-02-15
Pseudocheirus peregrinus,-37.55507,145.69748,5.0,OCCURRENCE,2024-02-28
Pseudocheirus peregrinus,-37.75602,143.81402,10.0,OCCURRENCE,2023-06-20
Pseudocheirus peregrinus,-42.11645,146.174145,10.0,HUMAN_OBSERVATION,2020-01-01
Pseudocheirus peregrinus,-37.01324,144.25451,100.0,OCCURRENCE,2007-01-19
Pseudocheirus peregrinus,-37.35892,145.11047,900.0,OCCURRENCE,1989-06-16
Pseudocheirus peregrinus,-37.99743,147.62269,5.0,OCCURRENCE,2024-07-03
Pseudocheirus peregrinus,-36.42941,145.6988,1000.0,OCCURRENCE,1991-05-04
Pseudocheirus peregrinus,-37.839156,145.221599,191.0,HUMAN_OBSERVATION,2023-03-11
Pseudocheirus peregrinus,-37.69698,143.72525,5.0,OCCURRENCE,2023-06-19
Pseudocheirus peregrinus,-35.37216,138.63991,100.0,HUMAN_OBSERVATION,2000-02-27
Pseudocheirus peregrinus,-38.38943,144.83458,137.0,HUMAN_OBSERVATION,2025-12-22
Pseudocheirus peregrinus,-37.5279,144.2669,90.0,OCCURRENCE,2025-09-26
Pseudocheirus peregrinus,-37.77003,146.02734,10.0,OCCURRENCE,2024-11-15
Pseudocheirus peregrinus,-37.37959,145.60027,10.0,OBSERVATION,2018-11-14
Pseudocheirus peregrinus,-37.8139,146.13688,10.0,OBSERVATION,2015-01-21
Pseudocheirus peregrinus,-28.631101,152.512043,100.0,HUMAN_OBSERVATION,1988-11-17
Pseudocheirus peregrinus,-37.58889,145.67635,10.0,OCCURRENCE,2020-04-21
Pseudocheirus peregrinus,-37.53959,145.70933,10.0,OCCURRENCE,2022-06-23
Pseudocheirus peregrinus,-37.24425,144.78641,1800.0,OBSERVATION,1984-06-01
Pseudocheirus peregrinus,-28.474508,152.402438,100.0,HUMAN_OBSERVATION,1989-11-25
Pseudocheirus peregrinus,-38.22668,145.170027,33.0,HUMAN_OBSERVATION,2021-06-24
Pseudocheirus peregrinus,-27.699342,153.190564,6.0,HUMAN_OBSERVATION,2026-06-14
Pseudocheirus peregrinus,-38.00298,145.39244,100.0,OBSERVATION,1992-05-16
Pseudocheirus peregrinus,-38.3492,143.9564,10.0,OCCURRENCE,2023-11-01
Pseudocheirus peregrinus,-38.19073,141.45533,100.0,OCCURRENCE,1999-03-23
Pseudocheirus peregrinus,-21.23689,148.50701,999.0,OCCURRENCE,
Pseudocheirus peregrinus,-36.91478,142.84681,5.0,OCCURRENCE,2023-06-06
Pseudocheirus peregrinus,-38.3375,145.67361,80.0,OBSERVATION,2017-03-29
Pseudocheirus peregrinus,-38.226802,145.170081,27.0,HUMAN_OBSERVATION,2021-04-16
Pseudocheirus peregrinus,-37.392145,144.273982,10.0,HUMAN_OBSERVATION,2024-01-27
Pseudocheirus peregrinus,-37.36225,144.23745,5.0,OCCURRENCE,2023-11-16
Pseudocheirus peregrinus,-37.57383,145.7606,10.0,OBSERVATION,2022-05-25
Pseudocheirus peregrinus,-37.35523,145.64003,10.0,OBSERVATION,2023-05-24
Pseudocheirus peregrinus,-37.85845,145.91315,10.0,OCCURRENCE,2020-08-04
Pseudocheirus peregrinus,-37.39865,144.26665,10.0,OBSERVATION,2014-05-17
Pseudocheirus peregrinus,-37.88152,144.99486,100.0,OCCURRENCE,1991-02-01
Pseudocheirus peregrinus,-35.2561,138.67255,5.0,HUMAN_OBSERVATION,2019-06-09
Pseudocheirus peregrinus,-37.37173,145.65181,10.0,OBSERVATION,2023-05-24
Pseudocheirus peregrinus,-34.98925,138.64763,100.0,HUMAN_OBSERVATION,2020-07-06
